account,symbol,execution_price,size,side,time,closedPnL,leverage
TRD_032,BTCUSDT,32622.12315139838,1.1108216452121455,SHORT,2024-01-15 02:43:00,795.3537426630797,1
TRD_033,SOLUSDT,48825.78952443189,1.8837860671868747,SHORT,2024-01-15 08:15:00,921.360679396241,1
TRD_003,BTCUSDT,68192.14257969297,1.8430828038077478,SHORT,2024-01-15 11:35:00,-357.22186577619374,1
TRD_030,BTCUSDT,30003.336880878298,1.7693827882618316,SHORT,2024-01-15 12:43:00,39.01022759145869,10
TRD_050,SOLUSDT,24762.62274521626,0.20500953663912894,SHORT,2024-01-15 14:42:00,681.756667551881,5
TRD_012,BNBUSDT,25970.03210381568,1.2722518469354576,LONG,2024-01-15 15:07:00,-425.2835638970584,50
TRD_029,BTCUSDT,59154.9338125075,1.6181169711820884,LONG,2024-01-15 16:52:00,-331.0391466963595,10
TRD_003,BNBUSDT,37505.240214228186,1.672793632258419,SHORT,2024-01-15 18:13:00,408.435039479403,20
TRD_026,SOLUSDT,31218.341384618987,1.1600352135787733,SHORT,2024-01-15 18:41:00,-224.34175421799145,10
TRD_030,BNBUSDT,37642.205918675,0.04481613949747652,SHORT,2024-01-15 19:41:00,-727.7043167856457,10
TRD_009,BNBUSDT,52266.54064147609,1.9476886742670527,LONG,2024-01-15 23:36:00,-403.4586779704226,20
TRD_026,SOLUSDT,47339.356241414185,0.9496714384886616,LONG,2024-01-15 23:44:00,505.1495613260017,10
TRD_002,BNBUSDT,57179.470326061295,0.7932558315944603,SHORT,2024-01-16 00:50:00,134.51669327226568,5
TRD_003,BTCUSDT,36953.70742408882,0.7959479402177534,SHORT,2024-01-16 13:51:00,-771.1193038759898,5
TRD_046,BTCUSDT,42601.42867323427,0.8540602513159503,LONG,2024-01-16 14:50:00,-294.4683524228949,20
TRD_004,BTCUSDT,25098.418448146174,0.4919396291637785,LONG,2024-01-16 14:59:00,921.3621218973753,10
TRD_025,BTCUSDT,23652.932301639074,0.6613939152421614,SHORT,2024-01-16 18:12:00,-24.74406141820372,5
TRD_013,BNBUSDT,43112.76214220503,1.970861643451731,SHORT,2024-01-16 23:24:00,-111.69898043937243,1
TRD_039,BTCUSDT,35079.83037229618,0.7426543205096274,LONG,2024-01-17 00:51:00,14.104468203101302,5
TRD_044,BNBUSDT,50640.02860680654,1.05818278278284,LONG,2024-01-17 04:32:00,112.56551544263736,5
TRD_035,ETHUSDT,22150.108272228597,1.698105589290685,LONG,2024-01-17 04:51:00,-185.40806665737588,100
TRD_023,BNBUSDT,26088.318879978273,1.0595813441066384,LONG,2024-01-17 05:46:00,680.2695892727916,5
TRD_009,BTCUSDT,63259.540555319756,0.6556623090201535,LONG,2024-01-17 05:47:00,-225.48198378062187,1
TRD_002,ETHUSDT,48315.581075955226,1.052264444067875,SHORT,2024-01-17 06:29:00,506.8833833953965,1
TRD_041,SOLUSDT,55602.726684561356,0.23703175777380392,SHORT,2024-01-17 08:28:00,921.2224014186994,5
TRD_044,BNBUSDT,62098.60593536479,0.268713840913212,LONG,2024-01-17 08:39:00,198.86161496794605,1
TRD_031,BTCUSDT,43191.71714750261,1.391273989139031,LONG,2024-01-17 16:42:00,-513.8212430783155,50
TRD_044,BTCUSDT,58053.019198373804,1.8357467079468939,LONG,2024-01-17 22:03:00,104.12100814025885,50
TRD_047,BTCUSDT,46229.278953676214,1.4540994856421514,LONG,2024-01-18 19:55:00,-271.88290842665464,100
TRD_002,SOLUSDT,31137.438513685192,0.15848034890814083,SHORT,2024-01-18 20:59:00,459.03958038581334,20
TRD_032,ETHUSDT,36882.808440046974,0.8117622659517013,SHORT,2024-01-19 00:18:00,113.6236408824609,10
TRD_018,ETHUSDT,44517.52205278304,0.01508164065344683,SHORT,2024-01-19 00:19:00,-49.52688626011097,50
TRD_013,BTCUSDT,35844.27760861354,1.0273014192180094,SHORT,2024-01-19 02:46:00,-494.18146087421087,50
TRD_046,BNBUSDT,36776.38456749492,0.39447692491488423,LONG,2024-01-19 03:55:00,-920.4699357424997,50
TRD_005,BTCUSDT,36869.64156243832,1.7376118309700268,LONG,2024-01-19 09:45:00,-395.7704115585218,50
TRD_042,BTCUSDT,26141.998942855207,0.217626755209474,SHORT,2024-01-19 11:36:00,335.5231876530643,10
TRD_044,BNBUSDT,24232.13036061257,0.012852463307590503,LONG,2024-01-19 14:46:00,601.4000408455519,1
TRD_010,BTCUSDT,22324.801984565216,0.9077806257963832,SHORT,2024-01-19 18:43:00,-145.05097702920258,5
TRD_043,SOLUSDT,25547.81305171684,0.31931227481222096,LONG,2024-01-20 07:18:00,-462.34382790253807,10
TRD_025,BTCUSDT,37185.3546067809,1.4785929007275718,LONG,2024-01-20 16:08:00,104.86362616587608,10
TRD_034,SOLUSDT,49693.59028915285,1.840670116244976,SHORT,2024-01-20 18:37:00,354.25154883956964,20
TRD_037,BTCUSDT,29407.34636047045,0.09345664846210865,LONG,2024-01-20 21:05:00,398.59595608810923,20
TRD_030,ETHUSDT,64400.4423001319,0.7972084027130325,LONG,2024-01-21 01:25:00,107.27022846339126,10
TRD_007,BNBUSDT,60419.12156197247,1.9936618023811898,LONG,2024-01-21 08:21:00,1045.139014795264,1
TRD_006,ETHUSDT,46026.35564045818,1.4680172203013304,SHORT,2024-01-21 08:56:00,644.4413237589798,5
TRD_003,BTCUSDT,56210.491540667994,1.9068434109745562,LONG,2024-01-21 15:09:00,-601.3930573352884,5
TRD_013,BTCUSDT,38316.42623493792,0.3365257375801496,LONG,2024-01-21 15:25:00,-723.7354936512921,5
TRD_003,SOLUSDT,21838.889636654494,0.4505234333889876,LONG,2024-01-21 16:17:00,-555.1638495262501,10
TRD_026,BTCUSDT,65216.642376626995,0.31807436878768364,SHORT,2024-01-21 16:53:00,594.1807446457423,1
TRD_024,BTCUSDT,26389.6744128911,0.6117143772141171,LONG,2024-01-21 21:03:00,-844.6290954548722,1
TRD_006,BTCUSDT,67396.86731898258,1.4515242959748134,LONG,2024-01-22 00:17:00,238.77985375678858,5
TRD_043,ETHUSDT,48594.129413305505,0.33824385490879455,SHORT,2024-01-22 03:27:00,-75.00114577682137,20
TRD_049,SOLUSDT,35278.153051071495,1.053225735387744,LONG,2024-01-22 14:05:00,-612.3962226753359,1
TRD_042,ETHUSDT,44776.23116559223,0.5457277390376521,LONG,2024-01-22 22:25:00,134.42210834276233,20
TRD_012,SOLUSDT,45081.49044615471,1.6600996004824615,LONG,2024-01-23 02:52:00,-78.22199566665772,5
TRD_049,ETHUSDT,21164.353972129094,0.023118886624488633,SHORT,2024-01-23 07:01:00,413.46808803248285,1
TRD_036,BTCUSDT,37772.99259420693,0.45399876749194695,LONG,2024-01-23 09:10:00,-803.4927770640156,10
TRD_002,ETHUSDT,56993.28997714587,1.2144291075686422,LONG,2024-01-23 12:41:00,-436.78074257312903,100
TRD_011,ETHUSDT,45503.459447535395,0.2024538989279467,SHORT,2024-01-23 17:33:00,-426.7687747919086,10
TRD_039,SOLUSDT,32211.50585047921,0.9379613097325193,SHORT,2024-01-23 18:06:00,340.82290125737825,10
TRD_034,SOLUSDT,36755.4930018472,0.8780525199999156,LONG,2024-01-23 20:50:00,-108.81708753387059,20
TRD_026,ETHUSDT,63152.71965579745,1.7065207835753096,LONG,2024-01-23 21:26:00,600.3989259771612,20
TRD_018,SOLUSDT,46277.48350751148,1.2545404144019585,LONG,2024-01-24 03:02:00,-189.39715121000782,1
TRD_021,SOLUSDT,46417.6061275618,1.2830071036966142,SHORT,2024-01-24 03:20:00,120.3253048784239,20
TRD_036,SOLUSDT,68073.3729525505,1.9040971275604401,LONG,2024-01-24 08:35:00,752.120087026796,50
TRD_040,BNBUSDT,36044.06995183217,1.9648971468935164,SHORT,2024-01-24 09:31:00,-876.4658815461139,20
TRD_046,SOLUSDT,43977.056255311414,1.3102555169841488,LONG,2024-01-24 11:03:00,24.499082256954747,20
TRD_044,BNBUSDT,60585.6798860417,1.0487828858025878,SHORT,2024-01-24 11:07:00,-5.786931328416912,5
TRD_022,BNBUSDT,57945.612444351485,1.2197609163451109,SHORT,2024-01-24 12:26:00,-383.92160029408467,5
TRD_030,SOLUSDT,33289.97109643363,0.7710629730577792,SHORT,2024-01-24 17:12:00,-71.93128920527545,10
TRD_050,ETHUSDT,27554.55238026929,1.975038667750554,LONG,2024-01-25 02:21:00,166.08993594019665,5
TRD_043,SOLUSDT,55035.22880936841,1.412992306398749,SHORT,2024-01-25 02:27:00,-363.1210043927195,50
TRD_030,BTCUSDT,32882.808840359736,0.5891035208145377,SHORT,2024-01-25 05:51:00,37.703839664518426,100
TRD_008,ETHUSDT,66133.79142621206,0.12495493495441615,LONG,2024-01-25 06:04:00,-499.86757062834056,20
TRD_034,BNBUSDT,26462.384699461305,0.09899663901241595,SHORT,2024-01-25 10:27:00,-92.15475865971156,100
TRD_047,BNBUSDT,35915.76000673883,0.41777683124781295,SHORT,2024-01-25 16:05:00,474.3507359664791,5
TRD_009,ETHUSDT,22739.36234624569,0.47349697796369206,LONG,2024-01-25 17:54:00,497.7461811901719,50
TRD_020,ETHUSDT,55165.2653431689,0.8359405329682614,SHORT,2024-01-25 19:09:00,596.3838057135999,5
TRD_040,SOLUSDT,64563.132445769916,0.4375435631561451,LONG,2024-01-25 22:23:00,-40.8202612207608,1
TRD_025,BNBUSDT,51793.726366550356,1.2655117574148718,LONG,2024-01-25 23:14:00,-153.3616908592945,10
TRD_019,BTCUSDT,66887.65077557418,0.4303969143130577,LONG,2024-01-26 00:35:00,378.97879058567304,5
TRD_005,SOLUSDT,26425.198925060482,0.3838743124928805,SHORT,2024-01-26 02:40:00,593.439695497846,50
TRD_011,ETHUSDT,24386.696363134946,0.9477616156727361,LONG,2024-01-26 05:21:00,51.72000504590537,5
TRD_015,BNBUSDT,61920.63655836854,1.7784505126543995,SHORT,2024-01-26 06:53:00,766.0823426272163,50
TRD_008,ETHUSDT,62775.558769325384,0.941927919883482,SHORT,2024-01-26 07:48:00,365.29208550109087,1
TRD_019,ETHUSDT,61551.976355356404,0.8335590016986124,SHORT,2024-01-26 11:23:00,-275.5053874484123,20
TRD_023,ETHUSDT,59948.24512668728,1.1604088658448206,SHORT,2024-01-26 16:59:00,-214.98526492516427,20
TRD_027,SOLUSDT,38111.41819693301,0.5218552207157406,LONG,2024-01-27 03:21:00,-10.239210066656288,20
TRD_040,BTCUSDT,30873.10417956939,0.7133387434359645,LONG,2024-01-27 07:00:00,-775.2261258540606,5
TRD_032,BTCUSDT,66440.2009998895,0.43553215877758983,SHORT,2024-01-27 10:27:00,-266.720008400261,20
TRD_026,BNBUSDT,35350.0091424167,1.1479018892692905,SHORT,2024-01-27 18:27:00,580.4072911065666,5
TRD_027,ETHUSDT,39920.384108201615,1.3978012475227386,LONG,2024-01-27 18:58:00,682.566690923875,20
TRD_019,BTCUSDT,54977.947972581656,1.350660295571238,LONG,2024-01-27 19:55:00,153.01559678393735,10
TRD_050,ETHUSDT,34667.80399969938,0.517087457749876,LONG,2024-01-28 04:28:00,237.1840284860223,1
TRD_042,BNBUSDT,60956.51107805006,1.5614999294384544,SHORT,2024-01-28 06:39:00,-144.95972553157958,1
TRD_029,ETHUSDT,23501.731181589064,0.5193477938473612,LONG,2024-01-28 21:09:00,-310.07476884602664,5
TRD_039,BTCUSDT,59559.133369446725,0.3091199870228483,LONG,2024-01-29 05:13:00,295.1532649372912,50
TRD_041,ETHUSDT,50092.566130890205,0.7061194098875168,LONG,2024-01-29 06:58:00,-209.90449745654777,10
TRD_033,BTCUSDT,48649.682205679645,1.199510737450057,SHORT,2024-01-29 13:39:00,855.1675896600862,20
TRD_019,BNBUSDT,42918.85195693304,0.292583619420752,LONG,2024-01-29 15:49:00,214.29582284357977,10
TRD_037,ETHUSDT,33852.279814171125,1.299693353095828,LONG,2024-01-29 19:45:00,232.635841000089,100
TRD_019,BTCUSDT,43203.51427156183,1.727505312544447,LONG,2024-01-29 23:43:00,-519.7590677530728,5
TRD_033,BNBUSDT,42501.425600934366,0.5933496154135603,SHORT,2024-01-30 00:17:00,-1149.2955372871534,1
TRD_047,ETHUSDT,49187.7094391535,0.9059111660690877,SHORT,2024-01-30 04:56:00,232.5637787516358,20
TRD_016,BNBUSDT,34078.71429277651,0.46433774699410446,LONG,2024-01-30 06:17:00,-238.45138096091065,20
TRD_023,BTCUSDT,23879.779098807452,0.7289108408500858,SHORT,2024-01-30 08:51:00,501.9855238750304,10
TRD_007,ETHUSDT,27254.472331956913,0.05372143589698976,SHORT,2024-01-30 12:54:00,-446.37191907367315,5
TRD_026,ETHUSDT,54958.87157307864,1.9080010984635258,LONG,2024-01-30 15:14:00,-255.6056493406682,1
TRD_032,ETHUSDT,21124.616481777026,0.8376215242922682,SHORT,2024-01-30 16:07:00,569.7288773576273,5
TRD_012,BNBUSDT,62822.152232271495,1.5798515185379798,LONG,2024-01-30 17:48:00,228.39665803881945,10
TRD_008,BNBUSDT,54719.86637399567,0.2938604403394542,SHORT,2024-01-30 23:22:00,-490.66092520103433,10
TRD_005,BTCUSDT,58404.32706538581,1.6265865377597937,SHORT,2024-01-30 23:29:00,27.003584731972378,5
TRD_042,SOLUSDT,61799.22245467374,1.72169314881478,LONG,2024-01-31 07:22:00,961.8651138232971,10
TRD_028,ETHUSDT,26135.522196509057,1.4337994860884817,LONG,2024-01-31 09:24:00,81.81569812063744,1
TRD_005,ETHUSDT,61122.554548503314,1.8073845667169768,LONG,2024-01-31 10:56:00,-64.01969893367166,10
TRD_049,BTCUSDT,45232.12188295282,0.34272228764159135,SHORT,2024-01-31 13:56:00,457.61648472683424,20
TRD_026,ETHUSDT,64276.19193765985,0.9581988392893538,SHORT,2024-01-31 18:51:00,186.13687715904072,1
TRD_005,BNBUSDT,64329.33005301718,1.2440179687121529,SHORT,2024-02-01 02:00:00,731.8331378170654,5
TRD_022,BNBUSDT,21208.90218770851,1.1964240116879998,SHORT,2024-02-01 02:56:00,387.5487848232688,1
TRD_015,ETHUSDT,39143.260774176946,1.7234714597073333,LONG,2024-02-01 04:20:00,463.2719133005109,100
TRD_013,ETHUSDT,46319.939793263664,0.4392258222660425,LONG,2024-02-01 07:35:00,756.1542630628649,10
TRD_028,BNBUSDT,53918.004489145096,0.3595312267523441,LONG,2024-02-01 09:52:00,-139.52620494055802,5
TRD_033,ETHUSDT,34309.3123342067,0.5142234037673233,LONG,2024-02-01 10:16:00,-289.3817243115434,5
TRD_043,BNBUSDT,32607.113033232614,1.7841845983316127,LONG,2024-02-01 13:55:00,-662.865221462546,100
TRD_023,SOLUSDT,39063.28595445237,1.8826438944885737,SHORT,2024-02-01 16:19:00,-95.42388608029037,10
TRD_033,SOLUSDT,45046.934587494725,1.1435639074972945,SHORT,2024-02-01 17:29:00,-644.3041764115189,1
TRD_043,ETHUSDT,67557.31157027066,1.0077301497953344,LONG,2024-02-01 22:42:00,192.74279533922783,5
TRD_018,ETHUSDT,58105.42333487188,1.2147173599451861,SHORT,2024-02-01 22:55:00,-296.74433823407037,20
TRD_050,ETHUSDT,41466.058346885264,1.236452223194921,SHORT,2024-02-01 23:12:00,491.1671304392157,5
TRD_030,BNBUSDT,22718.30892200919,0.34890636283755666,SHORT,2024-02-02 02:33:00,399.339073105277,5
TRD_026,SOLUSDT,28426.029607187967,1.3759576544300292,LONG,2024-02-02 02:50:00,-184.79992474089423,100
TRD_016,SOLUSDT,42796.22121597085,0.9101786936733669,SHORT,2024-02-02 16:17:00,498.14609335519623,50
TRD_013,BTCUSDT,60691.295004935215,1.0395900981076098,LONG,2024-02-03 02:05:00,84.61786659020585,50
TRD_039,BTCUSDT,39034.7767838672,0.07033004262695941,SHORT,2024-02-03 04:19:00,-875.6308539971702,1
TRD_033,ETHUSDT,46924.83253725298,1.5314676987367504,SHORT,2024-02-03 13:20:00,-484.31607530199506,5
TRD_026,BNBUSDT,64590.2443042551,1.6725016429230848,LONG,2024-02-03 18:39:00,-352.08150896339953,5
TRD_048,ETHUSDT,65689.81297133144,1.2426488923297476,LONG,2024-02-03 21:04:00,15.121888143765615,20
TRD_001,SOLUSDT,30788.74982213447,1.4999600342403587,LONG,2024-02-03 22:34:00,-204.5289821872459,20
TRD_049,ETHUSDT,22179.74608962972,1.0501849463124828,LONG,2024-02-04 02:24:00,-254.4908343846884,20
TRD_038,ETHUSDT,35270.52654857575,1.2405232241673256,SHORT,2024-02-04 03:16:00,300.48512054025883,50
TRD_002,SOLUSDT,54790.11574128901,0.7951976799418448,LONG,2024-02-04 08:36:00,403.4582024687599,20
TRD_049,SOLUSDT,67555.61004881332,1.5858297874744,LONG,2024-02-04 09:22:00,-299.27595964329686,5
TRD_006,SOLUSDT,23851.599999205697,0.9418591512263403,SHORT,2024-02-04 10:29:00,-414.86741702746275,5
TRD_046,SOLUSDT,21424.190527463576,1.3636236797935763,SHORT,2024-02-04 13:28:00,642.1007117957959,5
TRD_050,BTCUSDT,64207.36064928609,1.2466444634528142,SHORT,2024-02-04 16:56:00,1373.039587507712,5
TRD_038,BNBUSDT,57407.26345515706,1.407605891587642,LONG,2024-02-04 18:58:00,-460.95048810996786,5
TRD_042,BNBUSDT,69612.42895777876,1.5725795914991942,LONG,2024-02-05 03:21:00,455.5698629406143,20
TRD_024,SOLUSDT,39839.64407328266,1.0302998283700604,SHORT,2024-02-05 05:11:00,-59.512935355189924,1
TRD_018,BNBUSDT,40802.545256838464,1.6280012390187806,SHORT,2024-02-05 05:55:00,347.9925870974837,20
TRD_027,BNBUSDT,28615.59186487248,0.9995419021705019,SHORT,2024-02-05 07:41:00,-466.4746972335533,20
TRD_041,BNBUSDT,25792.35762986692,1.9137023024992341,LONG,2024-02-05 08:59:00,-615.8739672971064,1
TRD_008,BNBUSDT,48935.9005295119,1.5078167797434405,SHORT,2024-02-05 10:12:00,-551.371711754703,1
TRD_028,SOLUSDT,38214.25006474163,0.3505718829946677,LONG,2024-02-05 10:33:00,-272.06910867304634,5
TRD_010,ETHUSDT,24015.822397262255,1.6608730980132282,LONG,2024-02-05 13:15:00,-107.35415847187976,5
TRD_017,ETHUSDT,64349.35347616599,1.107659445005202,SHORT,2024-02-05 13:46:00,482.5637215800447,10
TRD_029,ETHUSDT,29917.823412466652,1.969077306367992,LONG,2024-02-05 14:32:00,-406.7319433729529,10
TRD_006,BTCUSDT,57429.217350176645,1.4404498969103194,LONG,2024-02-05 16:53:00,-308.9144762794657,10
TRD_014,BNBUSDT,34111.42980590556,0.17793758567468027,LONG,2024-02-05 19:27:00,1050.2593371898624,5
TRD_022,SOLUSDT,60645.24153763995,0.7959712509445941,LONG,2024-02-05 21:47:00,36.687865513028946,5
TRD_006,SOLUSDT,25919.842071382704,1.0393780513198005,LONG,2024-02-05 23:51:00,152.65876863374453,10
TRD_026,BTCUSDT,57803.580511088076,1.6796370702880057,LONG,2024-02-06 08:24:00,382.6532957771785,1
TRD_039,SOLUSDT,24905.94369502562,1.4613976133162476,SHORT,2024-02-06 10:06:00,-251.91950414530538,5
